Time,Internet
6/18/2005 0:00,17464003864
6/18/2005 1:00,18280991947
6/18/2005 2:00,20129960363
6/18/2005 3:00,24297933220
6/18/2005 4:00,28988486108
6/18/2005 5:00,32111458880
6/18/2005 6:00,33188647834
6/18/2005 7:00,33948498595
6/18/2005 8:00,34901406545
6/18/2005 9:00,34200387221
6/18/2005 10:00,33252484732
6/18/2005 11:00,34298425351
6/18/2005 12:00,32780824184
6/18/2005 13:00,32701250725
6/18/2005 14:00,32904910111
6/18/2005 15:00,33233555866
6/18/2005 16:00,32345769427
6/18/2005 17:00,28613426442
6/18/2005 18:00,26075574488
6/18/2005 19:00,23501583388
6/18/2005 20:00,20933264119
6/18/2005 21:00,18261475109
6/18/2005 22:00,17509082781
6/18/2005 23:00,17441156446
6/19/2005 0:00,16939250253
6/19/2005 1:00,17636476728
6/19/2005 2:00,20066593160
6/19/2005 3:00,24111654735
6/19/2005 4:00,29049545420
6/19/2005 5:00,32633749081
6/19/2005 6:00,33161406521
6/19/2005 7:00,34189107029
6/19/2005 8:00,33809448266
6/19/2005 9:00,34698154299
6/19/2005 10:00,35193072263
6/19/2005 11:00,36253566359
6/19/2005 12:00,36403966133
6/19/2005 13:00,38217780559
6/19/2005 14:00,39458073129
6/19/2005 15:00,38298035420
6/19/2005 16:00,34267973834
6/19/2005 17:00,28731422198
6/19/2005 18:00,24227249317
6/19/2005 19:00,20166270825
6/19/2005 20:00,17930418286
6/19/2005 21:00,17323729246
6/19/2005 22:00,16997353864
6/19/2005 23:00,18769236944
6/20/2005 0:00,25628529195
6/20/2005 1:00,40272090905
6/20/2005 2:00,65385393850
6/20/2005 3:00,81177675814
6/20/2005 4:00,86953500358
6/20/2005 5:00,89999003212
6/20/2005 6:00,89353133704
6/20/2005 7:00,91720130739
6/20/2005 8:00,92693533335
6/20/2005 9:00,88028637946
6/20/2005 10:00,77916940370
6/20/2005 11:00,62930249732
6/20/2005 12:00,48573944939
6/20/2005 13:00,43681881772
6/20/2005 14:00,45079040820
6/20/2005 15:00,42561941101
6/20/2005 16:00,35301165456
6/20/2005 17:00,29048949293
6/20/2005 18:00,25852728033
6/20/2005 19:00,20240655910
6/20/2005 20:00,19124454023
6/20/2005 21:00,17310410327
6/20/2005 22:00,17763275240
6/20/2005 23:00,19639784058
6/21/2005 0:00,29136134575
6/21/2005 1:00,53482487731
6/21/2005 2:00,75792574816
6/21/2005 3:00,84783523066
6/21/2005 4:00,89979732872
6/21/2005 5:00,90410764791
6/21/2005 6:00,90647459122
6/21/2005 7:00,94351817197
6/21/2005 8:00,93440478269
6/21/2005 9:00,86441097495
6/21/2005 10:00,71610751830
6/21/2005 11:00,55475825052
6/21/2005 12:00,45641548343
6/21/2005 13:00,42998363604
6/21/2005 14:00,41066697564
6/21/2005 15:00,39156302500
6/21/2005 16:00,35711969028
6/21/2005 17:00,26518128134
6/21/2005 18:00,22129294260
6/21/2005 19:00,19814404111
6/21/2005 20:00,17621019256
6/21/2005 21:00,16789547703
6/21/2005 22:00,17412988896
6/21/2005 23:00,22107956308
6/22/2005 0:00,35413766557
6/22/2005 1:00,54202014860
6/22/2005 2:00,73644478378
6/22/2005 3:00,86914692017
6/22/2005 4:00,95130616325
6/22/2005 5:00,94752210602
6/22/2005 6:00,96749758842
6/22/2005 7:00,94146117788
6/22/2005 8:00,87724228491
6/22/2005 9:00,78084068779
6/22/2005 10:00,64873233107
6/22/2005 11:00,52512036299
6/22/2005 12:00,46710108518
6/22/2005 13:00,44723129914
6/22/2005 14:00,43482618734
6/22/2005 15:00,41713417601
6/22/2005 16:00,31604482629
6/22/2005 17:00,26801566292
6/22/2005 18:00,21981436497
6/22/2005 19:00,20051463097
6/22/2005 20:00,18936099883
6/22/2005 21:00,18913543746
6/22/2005 22:00,20086557461
6/22/2005 23:00,27699202389
6/23/2005 0:00,45389140948
6/23/2005 1:00,69957720593
6/23/2005 2:00,79888649565
6/23/2005 3:00,86677746703
6/23/2005 4:00,87027215661
6/23/2005 5:00,84881166263
6/23/2005 6:00,87910755706
6/23/2005 7:00,87255108244
6/23/2005 8:00,84070445882
6/23/2005 9:00,72188104075
6/23/2005 10:00,56562363509
6/23/2005 11:00,44581805266
6/23/2005 12:00,43993848467
6/23/2005 13:00,41782121431
6/23/2005 14:00,38593471070
6/23/2005 15:00,33344338129
6/23/2005 16:00,29331874861
6/23/2005 17:00,24279898678
6/23/2005 18:00,20524184580
6/23/2005 19:00,19410638608
6/23/2005 20:00,19077601022
6/23/2005 21:00,19701841930
6/23/2005 22:00,22623183249
6/23/2005 23:00,33552904831
6/24/2005 0:00,55456589484
6/24/2005 1:00,73746260242
6/24/2005 2:00,80605959026
6/24/2005 3:00,84981800996
6/24/2005 4:00,82944445590
6/24/2005 5:00,82451913391
6/24/2005 6:00,82285249864
6/24/2005 7:00,76092595741
6/24/2005 8:00,66585802405
6/24/2005 9:00,55579238848
6/24/2005 10:00,43930782316
6/24/2005 11:00,40643599482
6/24/2005 12:00,37923558744
6/24/2005 13:00,37171815459
6/24/2005 14:00,32279222458
6/24/2005 15:00,27907221791
6/24/2005 16:00,24107041314
6/24/2005 17:00,20840673538
6/24/2005 18:00,19632573039
6/24/2005 19:00,18085537645
6/24/2005 20:00,17224930160
6/24/2005 21:00,16224642386
6/24/2005 22:00,18080887606
6/24/2005 23:00,19115317113
6/25/2005 0:00,22772737360
6/25/2005 1:00,27603867782
6/25/2005 2:00,31260092052
6/25/2005 3:00,33513163038
6/25/2005 4:00,35307910200
6/25/2005 5:00,35306567451
6/25/2005 6:00,34534541954
6/25/2005 7:00,33251462515
6/25/2005 8:00,34320176507
6/25/2005 9:00,32752584439
6/25/2005 10:00,31816562518
6/25/2005 11:00,34328429859
6/25/2005 12:00,32865579762
6/25/2005 13:00,31448682807
6/25/2005 14:00,29371343347
6/25/2005 15:00,26098256769
6/25/2005 16:00,22684355456
6/25/2005 17:00,20643567540
6/25/2005 18:00,19666781391
6/25/2005 19:00,18160358306
6/25/2005 20:00,17508706619
6/25/2005 21:00,17718034385
6/25/2005 22:00,17899663966
6/25/2005 23:00,19391359768
6/26/2005 0:00,23036453257
6/26/2005 1:00,28863073469
6/26/2005 2:00,32040997197
6/26/2005 3:00,34817157993
6/26/2005 4:00,33390220982
6/26/2005 5:00,34061008560
6/26/2005 6:00,36304257087
6/26/2005 7:00,35827042490
6/26/2005 8:00,34750059478
6/26/2005 9:00,34076320591
6/26/2005 10:00,35134664505
6/26/2005 11:00,35590569103
6/26/2005 12:00,37282051881
6/26/2005 13:00,33453710572
6/26/2005 14:00,29937238932
6/26/2005 15:00,24919876687
6/26/2005 16:00,21130619742
6/26/2005 17:00,18805880633
6/26/2005 18:00,17230086580
6/26/2005 19:00,16513087953
6/26/2005 20:00,16389442102
6/26/2005 21:00,24202012119
6/26/2005 22:00,36449180634
6/26/2005 23:00,60125675774
6/27/2005 0:00,79245814072
6/27/2005 1:00,86819147689
6/27/2005 2:00,92814438632
6/27/2005 3:00,89801318252
6/27/2005 4:00,90664060602
6/27/2005 5:00,93486004831
6/27/2005 6:00,92097889201
6/27/2005 7:00,81970562386
6/27/2005 8:00,66124825683
6/27/2005 9:00,51079672561
6/27/2005 10:00,45976815164
6/27/2005 11:00,43371969975
6/27/2005 12:00,40956068380
6/27/2005 13:00,35726583722
6/27/2005 14:00,30992587167
6/27/2005 15:00,27377954868
6/27/2005 16:00,24519862448
6/27/2005 17:00,21631201121
6/27/2005 18:00,21550451726
6/27/2005 19:00,18531126626
6/27/2005 20:00,19764676464
6/27/2005 21:00,28333709789
6/27/2005 22:00,47114378417
6/27/2005 23:00,70639933712
6/28/2005 0:00,85145696709
6/28/2005 1:00,87394476199
6/28/2005 2:00,91152740687
6/28/2005 3:00,90673456130
6/28/2005 4:00,91889331011
6/28/2005 5:00,92310511811
6/28/2005 6:00,89229669955
6/28/2005 7:00,77415208273
6/28/2005 8:00,62077613482
6/28/2005 9:00,49491253091
6/28/2005 10:00,45890323997
6/28/2005 11:00,43486750561
6/28/2005 12:00,40288682989
6/28/2005 13:00,34315317128
6/28/2005 14:00,30292827588
6/28/2005 15:00,25221238038
6/28/2005 16:00,22414064318
6/28/2005 17:00,20593062894
6/28/2005 18:00,20455793926
6/28/2005 19:00,21481920392
6/28/2005 20:00,24130494773
6/28/2005 21:00,34315452754
6/28/2005 22:00,55679381961
6/28/2005 23:00,77590222158
6/29/2005 0:00,85134163794
6/29/2005 1:00,86776950459
6/29/2005 2:00,87802369654
6/29/2005 3:00,86253412704
6/29/2005 4:00,90199610258
6/29/2005 5:00,88382922934
6/29/2005 6:00,79962014895
6/29/2005 7:00,65558266329
6/29/2005 8:00,51084928967
6/29/2005 9:00,44927478195
6/29/2005 10:00,44404995659
6/29/2005 11:00,42191591661
6/29/2005 12:00,38181375398
6/29/2005 13:00,32220154016
6/29/2005 14:00,26529756951
6/29/2005 15:00,24210973068
6/29/2005 16:00,21312279835
6/29/2005 17:00,19819302609
6/29/2005 18:00,18323092827
6/29/2005 19:00,19497160722
6/29/2005 20:00,26417114909
6/29/2005 21:00,42260870756
6/29/2005 22:00,63307902599
6/29/2005 23:00,79940064327
6/30/2005 0:00,87597102239
6/30/2005 1:00,90684395193
6/30/2005 2:00,88802196088
6/30/2005 3:00,88041084792
6/30/2005 4:00,87985675741
6/30/2005 5:00,85442532863
6/30/2005 6:00,78624265713
6/30/2005 7:00,65603051081
6/30/2005 8:00,51755363851
6/30/2005 9:00,46574468667
6/30/2005 10:00,43216079965
6/30/2005 11:00,40865450755
6/30/2005 12:00,36097850573
6/30/2005 13:00,31578670883
6/30/2005 14:00,26379966003
6/30/2005 15:00,22722343469
6/30/2005 16:00,20192602084
6/30/2005 17:00,19262554209
6/30/2005 18:00,18984156062
6/30/2005 19:00,22737110703
6/30/2005 20:00,29845862355
6/30/2005 21:00,51384458770
6/30/2005 22:00,73517736532
6/30/2005 23:00,84782422467
7/1/2005 0:00,89036232144
7/1/2005 1:00,92507049854
7/1/2005 2:00,91109142089
7/1/2005 3:00,93342649183
7/1/2005 4:00,86995497435
7/1/2005 5:00,82144586631
7/1/2005 6:00,68223520640
7/1/2005 7:00,54738964241
7/1/2005 8:00,45832329649
7/1/2005 9:00,43157627739
7/1/2005 10:00,40426943207
7/1/2005 11:00,39153850256
7/1/2005 12:00,34132877323
7/1/2005 13:00,28741465224
7/1/2005 14:00,24979236321
7/1/2005 15:00,22178685236
7/1/2005 16:00,20560388625
7/1/2005 17:00,19541209903
7/1/2005 18:00,18347297027
7/1/2005 19:00,18883298020
7/1/2005 20:00,19644167721
7/1/2005 21:00,23562593615
7/1/2005 22:00,27860544411
7/1/2005 23:00,31747132945
7/2/2005 0:00,34852588231
7/2/2005 1:00,35615313952
7/2/2005 2:00,35177151656
7/2/2005 3:00,35380512107
7/2/2005 4:00,35414276728
7/2/2005 5:00,34897438075
7/2/2005 6:00,33425047973
7/2/2005 7:00,33505179243
7/2/2005 8:00,33500734444
7/2/2005 9:00,32179702081
7/2/2005 10:00,31001004579
7/2/2005 11:00,28918135146
7/2/2005 12:00,26537343683
7/2/2005 13:00,24332899690
7/2/2005 14:00,20838038220
7/2/2005 15:00,20066572421
7/2/2005 16:00,21626941932
7/2/2005 17:00,17697792389
7/2/2005 18:00,17007445621
7/2/2005 19:00,17393241068
7/2/2005 20:00,18289285493
7/2/2005 21:00,22602862869
7/2/2005 22:00,27335415583
7/2/2005 23:00,31768508536
7/3/2005 0:00,34105599808
7/3/2005 1:00,34129910541
7/3/2005 2:00,34195914565
7/3/2005 3:00,33696048765
7/3/2005 4:00,34980741187
7/3/2005 5:00,36508832356
7/3/2005 6:00,36449512232
7/3/2005 7:00,37151979337
7/3/2005 8:00,38957387754
7/3/2005 9:00,38363078298
7/3/2005 10:00,37126481318
7/3/2005 11:00,33287245492
7/3/2005 12:00,27670783512
7/3/2005 13:00,23613222216
7/3/2005 14:00,20309946658
7/3/2005 15:00,19445100452
7/3/2005 16:00,19943991151
7/3/2005 17:00,20715319155
7/3/2005 18:00,24436408487
7/3/2005 19:00,34262909178
7/3/2005 20:00,60651431871
7/3/2005 21:00,83028042420
7/3/2005 22:00,90074587336
7/3/2005 23:00,95034809583
7/4/2005 0:00,95203332395
7/4/2005 1:00,94863886958
7/4/2005 2:00,99649120069
7/4/2005 3:00,97854731863
7/4/2005 4:00,91224735995
7/4/2005 5:00,77685217824
7/4/2005 6:00,57965829337
7/4/2005 7:00,49214415595
7/4/2005 8:00,46050475722
7/4/2005 9:00,43894171472
7/4/2005 10:00,43266417163
7/4/2005 11:00,33523924253
7/4/2005 12:00,28045054948
7/4/2005 13:00,22929001712
7/4/2005 14:00,20999684290
7/4/2005 15:00,19421959281
7/4/2005 16:00,18374783356
7/4/2005 17:00,18939111824
7/4/2005 18:00,25066377740
7/4/2005 19:00,40546902854
7/4/2005 20:00,66617841692
7/4/2005 21:00,82886796737
7/4/2005 22:00,92328840430
7/4/2005 23:00,97202780921
7/5/2005 0:00,91051447314
7/5/2005 1:00,95053469812
7/5/2005 2:00,94356472916
7/5/2005 3:00,93235514939
7/5/2005 4:00,83570889967
7/5/2005 5:00,68984479663
7/5/2005 6:00,52833479522
7/5/2005 7:00,47572918760
7/5/2005 8:00,44024699323
7/5/2005 9:00,41689067344
7/5/2005 10:00,36765237303
7/5/2005 11:00,29931833265
7/5/2005 12:00,25547007679
7/5/2005 13:00,21845876244
7/5/2005 14:00,21008745537
7/5/2005 15:00,19837515656
7/5/2005 16:00,19480268930
7/5/2005 17:00,23096500808
7/5/2005 18:00,31426115516
7/5/2005 19:00,50826250681
7/5/2005 20:00,73624513356
7/5/2005 21:00,86730883388
7/5/2005 22:00,92711008893
7/5/2005 23:00,96147457620
7/6/2005 0:00,96571328522
7/6/2005 1:00,96888929011
7/6/2005 2:00,96263197420
7/6/2005 3:00,89238921236
7/6/2005 4:00,76235454922
7/6/2005 5:00,60362832437
7/6/2005 6:00,51454083553
7/6/2005 7:00,48165029463
7/6/2005 8:00,44903875405
7/6/2005 9:00,39035488950
7/6/2005 10:00,33655487011
7/6/2005 11:00,29648165372
7/6/2005 12:00,24438126274
7/6/2005 13:00,22378971026
7/6/2005 14:00,21611575949
7/6/2005 15:00,19726354979
7/6/2005 16:00,19351720367
7/6/2005 17:00,23962233047
7/6/2005 18:00,37569876744
7/6/2005 19:00,61091953346
7/6/2005 20:00,80559933693
7/6/2005 21:00,90472737523
7/6/2005 22:00,96967826338
7/6/2005 23:00,95937925681
7/7/2005 0:00,95574841591
7/7/2005 1:00,95157574039
7/7/2005 2:00,92399032931
7/7/2005 3:00,88279687012
7/7/2005 4:00,71562032159
7/7/2005 5:00,54788224492
7/7/2005 6:00,49849027204
7/7/2005 7:00,44651592609
7/7/2005 8:00,42234329703
7/7/2005 9:00,36969284817
7/7/2005 10:00,32349967921
7/7/2005 11:00,27997406012
7/7/2005 12:00,24179615729
7/7/2005 13:00,22957691366
7/7/2005 14:00,23455694261
7/7/2005 15:00,20915595220
7/7/2005 16:00,21668928823
7/7/2005 17:00,28643497279
7/7/2005 18:00,46420775555
7/7/2005 19:00,68582573078
7/7/2005 20:00,84155577910
7/7/2005 21:00,91039580573
7/7/2005 22:00,91745217610
7/7/2005 23:00,87881891401
7/8/2005 0:00,89911120550
7/8/2005 1:00,87796876573
7/8/2005 2:00,79273771496
7/8/2005 3:00,70121954610
7/8/2005 4:00,57074966722
7/8/2005 5:00,45680826860
7/8/2005 6:00,40551305812
7/8/2005 7:00,37389217178
7/8/2005 8:00,35351495392
7/8/2005 9:00,30984959074
7/8/2005 10:00,26881914483
7/8/2005 11:00,24645510941
7/8/2005 12:00,21476349345
7/8/2005 13:00,19671006064
7/8/2005 14:00,19181275055
7/8/2005 15:00,18061403440
7/8/2005 16:00,18909879283
7/8/2005 17:00,19497864780
7/8/2005 18:00,22237621014
7/8/2005 19:00,27372423871
7/8/2005 20:00,31060638523
7/8/2005 21:00,32998646186
7/8/2005 22:00,34599923439
7/8/2005 23:00,34732625697
7/9/2005 0:00,33244570234
7/9/2005 1:00,31479288339
7/9/2005 2:00,32745979823
7/9/2005 3:00,33255061800
7/9/2005 4:00,32689887915
7/9/2005 5:00,32450287761
7/9/2005 6:00,32086226473
7/9/2005 7:00,32210156563
7/9/2005 8:00,32020880958
7/9/2005 9:00,28201980813
7/9/2005 10:00,24614618919
7/9/2005 11:00,23224743320
7/9/2005 12:00,20936348021
7/9/2005 13:00,19487441181
7/9/2005 14:00,18632821237
7/9/2005 15:00,16678781776
7/9/2005 16:00,16891517428
7/9/2005 17:00,17045997976
7/9/2005 18:00,19668423786
7/9/2005 19:00,23723982073
7/9/2005 20:00,28508902774
7/9/2005 21:00,31239179623
7/9/2005 22:00,32984574201
7/9/2005 23:00,32335863856
7/10/2005 0:00,32832310755
7/10/2005 1:00,33975995929
7/10/2005 2:00,36730276972
7/10/2005 3:00,35331705033
7/10/2005 4:00,36346255676
7/10/2005 5:00,38269861752
7/10/2005 6:00,36177835888
7/10/2005 7:00,35449546447
7/10/2005 8:00,32212148577
7/10/2005 9:00,27755464924
7/10/2005 10:00,24130668412
7/10/2005 11:00,20170755930
7/10/2005 12:00,19585498848
7/10/2005 13:00,17965791427
7/10/2005 14:00,18145199140
7/10/2005 15:00,21436676575
7/10/2005 16:00,28573247498
7/10/2005 17:00,51326315157
7/10/2005 18:00,77952491704
7/10/2005 19:00,91336784369
7/10/2005 20:00,97899057325
7/10/2005 21:00,98200826745
7/10/2005 22:00,96137180949
7/10/2005 23:00,98168123070
7/11/2005 0:00,99568330488
7/11/2005 1:00,91547964982
7/11/2005 2:00,79883715170
7/11/2005 3:00,61657668296
7/11/2005 4:00,51585867778
7/11/2005 5:00,47213791798
7/11/2005 6:00,43916146463
7/11/2005 7:00,40897409816
7/11/2005 8:00,34982698512
7/11/2005 9:00,29815232002
7/11/2005 10:00,24546547903
7/11/2005 11:00,22993483495
7/11/2005 12:00,21950124682
7/11/2005 13:00,20987265077
7/11/2005 14:00,22900604084
7/11/2005 15:00,24133695751
7/11/2005 16:00,37547257708
7/11/2005 17:00,65405002170
7/11/2005 18:00,83433602287
7/11/2005 19:00,93525843851
7/11/2005 20:00,98445011416
7/11/2005 21:00,95622462978
7/11/2005 22:00,97108978928
7/11/2005 23:00,1.01E+11
7/12/2005 0:00,86501816576
7/12/2005 1:00,73814334814
7/12/2005 2:00,78975249172
7/12/2005 3:00,57172622777
7/12/2005 4:00,48610807778
7/12/2005 5:00,43998838956
7/12/2005 6:00,42946609377
7/12/2005 7:00,38632665347
7/12/2005 8:00,33724153910
7/12/2005 9:00,26559307068
7/12/2005 10:00,23846425070
7/12/2005 11:00,23234982290
7/12/2005 12:00,22892308708
7/12/2005 13:00,18788405358
7/12/2005 14:00,20445654193
7/12/2005 15:00,29325633105
7/12/2005 16:00,49956507923
7/12/2005 17:00,74173388264
7/12/2005 18:00,83329446721
7/12/2005 19:00,92467262920
7/12/2005 20:00,92435734756
7/12/2005 21:00,94430078989
7/12/2005 22:00,96861449107
7/12/2005 23:00,96398235524
7/13/2005 0:00,89116873798
7/13/2005 1:00,79448056007
7/13/2005 2:00,49524428935
7/13/2005 3:00,37059450719
7/13/2005 4:00,32102958505
7/13/2005 5:00,31476233353
7/13/2005 6:00,28544235069
7/13/2005 7:00,24306679391
7/13/2005 8:00,21146588137
7/13/2005 9:00,18130726828
7/13/2005 10:00,16100827265
7/13/2005 11:00,14973448906
7/13/2005 12:00,14744472863
7/13/2005 13:00,15943513614
7/13/2005 14:00,18565922668
7/13/2005 15:00,31229699849
7/13/2005 16:00,46402198537
7/13/2005 17:00,65294616938
7/13/2005 18:00,72445080180
7/13/2005 19:00,75682252236
7/13/2005 20:00,72862459379
7/13/2005 21:00,69962557076
7/13/2005 22:00,71850495161
7/13/2005 23:00,73112583514
7/14/2005 0:00,65547978156
7/14/2005 1:00,54002194243
7/14/2005 2:00,49247960599
7/14/2005 3:00,44689344757
7/14/2005 4:00,43134247765
7/14/2005 5:00,41020914480
7/14/2005 6:00,37654951959
7/14/2005 7:00,33043033289
7/14/2005 8:00,28778638425
7/14/2005 9:00,24259773292
7/14/2005 10:00,22656583805
7/14/2005 11:00,21218104983
7/14/2005 12:00,19928280191
7/14/2005 13:00,22223041703
7/14/2005 14:00,26340163244
7/14/2005 15:00,45055441194
7/14/2005 16:00,70534897280
7/14/2005 17:00,81995953100
7/14/2005 18:00,92287290941
7/14/2005 19:00,80499924288
7/14/2005 20:00,73490286924
7/14/2005 21:00,72002318617
7/14/2005 22:00,69552993504
7/14/2005 23:00,58515605313
7/15/2005 0:00,56100712439
7/15/2005 1:00,48723853683
7/15/2005 2:00,42585028901
7/15/2005 3:00,38213503657
7/15/2005 4:00,35495692404
7/15/2005 5:00,34512360016
7/15/2005 6:00,31194620009
7/15/2005 7:00,28214476694
7/15/2005 8:00,24351140844
7/15/2005 9:00,22114328128
7/15/2005 10:00,21638011579
7/15/2005 11:00,20118297099
7/15/2005 12:00,18679282379
7/15/2005 13:00,18804692123
7/15/2005 14:00,19206356546
7/15/2005 15:00,21913628909
7/15/2005 16:00,27778093044
7/15/2005 17:00,30977693116
7/15/2005 18:00,35411242455
7/15/2005 19:00,36968959933
7/15/2005 20:00,35257501733
7/15/2005 21:00,34472591908
7/15/2005 22:00,34214887170
7/15/2005 23:00,34369037595
7/16/2005 0:00,33124089407
7/16/2005 1:00,32825542526
7/16/2005 2:00,33195737949
7/16/2005 3:00,32485917957
7/16/2005 4:00,32346249287
7/16/2005 5:00,31228286001
7/16/2005 6:00,29114144398
7/16/2005 7:00,25169282743
7/16/2005 8:00,23830374656
7/16/2005 9:00,21371000921
7/16/2005 10:00,20784110086
7/16/2005 11:00,18987442558
7/16/2005 12:00,18316354867
